case_label,p,tc_central_joint,tc_bootstrap_median,tc_bootstrap_ci_low,tc_bootstrap_ci_high,tc_binder_median,tc_binder_ci_low,tc_binder_ci_high,tc_xi_median,tc_xi_ci_low,tc_xi_ci_high,tc_channel_ci_overlap,tc_systematic_radius,tc_robustness_low,tc_robustness_high,robustness_note
random_p080,0.8,0.9087609421526524,0.9082802511148098,0.8959381141454937,0.9193986253905903,0.908724299559578,0.8927110513944485,0.9230498455062155,0.9078333915726592,0.897659914088275,0.9179766645731454,True,0.0011732962296484573,0.8947648179158453,0.9205719216202387,bootstrap percentile interval expanded by max central Lmin/channel/branch sensitivity; not a confidence interval
random_p085,0.85,1.0798427069949166,1.0800697767187482,1.0700280899383632,1.089611222160104,1.0796346771058898,1.0664281689407493,1.090034984835584,1.0806825736634866,1.0712418203310123,1.0900446927318013,True,0.000394403958459022,1.069633685979904,1.0900056261185629,bootstrap percentile interval expanded by max central Lmin/channel/branch sensitivity; not a confidence interval
random_p090,0.9,1.239830989964605,1.2397666006591017,1.2329383868359922,1.2461057027909677,1.239329563747865,1.2314594444181242,1.2462086325916313,1.24027496349508,1.233661820432468,1.246592181529825,True,0.00037981115394936094,1.232558575682043,1.2464855139449171,bootstrap percentile interval expanded by max central Lmin/channel/branch sensitivity; not a confidence interval
pristine_p100,1.0,1.5177776238489953,1.5178112204336116,1.517135306633826,1.5186802580716825,1.5175807452238477,1.5167590954019932,1.5187043572000802,1.518048299129612,1.5174670529185956,1.5187054620755511,True,0.0002471758785586031,1.5168881307552673,1.5189274339502412,bootstrap percentile interval expanded by max central Lmin/channel/branch sensitivity; not a confidence interval
