case_label,L,temperature,n,energy_pass_n,energy_pass_fraction,mag_pass_n,mag_pass_fraction,joint_pass_n,joint_pass_fraction,essE_min,essE_p10,essE_median,essM_min,essM_p10,essM_median,tauE_max,tauE_median,tauM_max,tauM_median,measurement_stride_min,measurement_stride_max,realization_threshold,required_pass_fraction,energy_cell_pass,joint_cell_pass,primary_mask_metric,primary_source_cell_pass
pristine_p100,40,1.52,10,10,1.0,10,1.0,10,1.0,774.1649835638764,809.8568197610344,869.625133230523,1106.7150778788525,1112.9511471849978,1267.382526114121,6.45857163027763,5.749783100146713,4.517874654407961,3.9456571042857806,2,2,100.0,0.9,True,True,corrected_energy_ESS_only,True
pristine_p100,40,1.53,10,10,1.0,10,1.0,10,1.0,634.1941236762339,701.3779481070949,754.0435288990304,1089.7631833935468,1103.113996108726,1189.15644304308,7.884021332484909,6.634064171364482,4.588152798876807,4.204961552148886,2,2,100.0,0.9,True,True,corrected_energy_ESS_only,True
pristine_p100,40,1.54,10,10,1.0,10,1.0,10,1.0,558.6212102064059,574.938228153693,645.697273564537,1006.4547719347892,1110.9563785728544,1202.1846758937431,8.95060894331696,7.744856540243946,4.967933124692824,4.159126987787349,2,2,100.0,0.9,True,True,corrected_energy_ESS_only,True
pristine_p100,40,1.55,10,10,1.0,10,1.0,10,1.0,438.94456042766177,451.0642606847641,490.24739862843774,1081.5326348849821,1091.2470599860676,1149.3820966523913,11.390960159361631,10.199296090438455,4.623069002935575,4.350164377426319,2,2,100.0,0.9,True,True,corrected_energy_ESS_only,True
pristine_p100,40,1.56,10,10,1.0,10,1.0,10,1.0,340.126561406904,342.14979015893306,423.97380255067446,1074.0893051477365,1111.928044089152,1188.123658486155,14.700410280567134,11.803740426391055,4.655106401336219,4.208435885946955,2,2,100.0,0.9,True,True,corrected_energy_ESS_only,True
pristine_p100,40,1.57,10,10,1.0,10,1.0,10,1.0,275.6926993624947,278.643042855141,379.57896895576687,1217.974345206514,1257.2459212685203,1376.7876857878048,18.13613494866524,13.172993601055804,4.105176779525864,3.6345077459630506,2,2,100.0,0.9,True,True,corrected_energy_ESS_only,True
pristine_p100,40,1.58,10,10,1.0,10,1.0,10,1.0,260.57109792038455,262.99509523757894,315.7156615219746,1261.4142326170793,1323.161671992325,1432.9528772793378,19.18862084054967,15.84065574165454,3.963804966451352,3.4909164662115972,2,2,100.0,0.9,True,True,corrected_energy_ESS_only,True
pristine_p100,40,1.59,10,10,1.0,10,1.0,10,1.0,190.45672789205253,214.1461345491219,238.53026977816216,1403.535282610826,1431.4572012014235,1503.8614963751056,26.25268246146658,20.995200335214037,3.5624327097065263,3.324794763332453,2,2,100.0,0.9,True,True,corrected_energy_ESS_only,True
pristine_p100,40,1.6,10,10,1.0,10,1.0,10,1.0,199.78646340263552,204.01642495064107,221.01295330400154,1297.1088872744929,1301.3534708595228,1404.0773056133994,25.02672060380464,22.63113886065322,3.854726499103776,3.5610598064643173,2,2,100.0,0.9,True,True,corrected_energy_ESS_only,True
pristine_p100,40,1.61,10,10,1.0,10,1.0,10,1.0,134.33517486268357,142.4805616789512,182.1974908598491,1287.831895300485,1292.2449566943574,1536.6047693096161,37.22033343173866,27.44796442306378,3.8824943055423926,3.2599727076246756,2,2,100.0,0.9,True,True,corrected_energy_ESS_only,True
